energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,trackID,artistGenres,artistPopularity,artist,trackName,trackPopularity,wrapped
0.419,0.135,76.997,0.0395,0.0173,0.497,4,0.615,11,330773,-8.8,0.216,0,audio_features,spotify:track:67Hna13dNDkZvBpTXRIaOJ,67Hna13dNDkZvBpTXRIaOJ,"['downtempo', 'electronica', 'trip hop']",69,Massive Attack,Teardrop,70,0.0
0.539,0.196,119.94,0.177,0.336,0.00515,4,0.574,0,227067,-12.273,0.507,1,audio_features,spotify:track:2wC0qK8JN6gblb0ZJzE2d9,2wC0qK8JN6gblb0ZJzE2d9,"['art pop', 'big beat', 'electronica', 'ninja', 'nu jazz', 'trip hop']",57,Tricky,Hell Is Round The Corner,56,0.0
0.881,0.0514,122.244,0.0419,0.00737,0.833,4,0.66,10,267040,-7.802,0.949,0,audio_features,spotify:track:70B5oP5ng1QYClkJ9CeWly,70B5oP5ng1QYClkJ9CeWly,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,World In My Eyes - 2006 Remastered Version,51,0.0
0.589,0.127,112.969,0.032,0.347,0.0152,4,0.381,0,372813,-11.967,0.225,0,audio_features,spotify:track:1EjQRTG53jsinzk2xlVVJP,1EjQRTG53jsinzk2xlVVJP,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,Enjoy The Silence - 2006 Remastered Version,52,0.0
0.96,0.352,118.999,0.0354,0.0441,0.00183,4,0.565,4,227413,-3.503,0.888,0,audio_features,spotify:track:6MHOg9xiYC2gj8zcASaLUo,6MHOg9xiYC2gj8zcASaLUo,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,"Strangelove - 7"" Version",54,0.0
0.756,0.0821,99.096,0.0348,0.00866,0.0413,4,0.601,10,358520,-6.48,0.185,0,audio_features,spotify:track:04ARYAWkGZZhDbHqgvnYGf,04ARYAWkGZZhDbHqgvnYGf,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,It's No Good - 2007 Remastered Version,54,0.0
0.66,0.118,114.209,0.028,0.00938,0.258,4,0.679,8,294040,-7.301,0.356,1,audio_features,spotify:track:0C6EIiQu8CS4eYtOCMEiAd,0C6EIiQu8CS4eYtOCMEiAd,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,Policy Of Truth - 2006 Remastered Version,58,0.0
0.766,0.177,128.177,0.0348,0.41,0.0527,4,0.765,0,222760,-9.374,0.923,1,audio_features,spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,0xuXRQJfxmdP6gvfDe2Z4L,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",78,Depeche Mode,Just Can't Get Enough - 2006 Remaster,63,0.0
0.559,0.0982,106.077,0.0362,0.204,4.15e-05,4,0.748,9,192293,-8.078,0.85,1,audio_features,spotify:track:3UIXmHdXWroLttiNWNeDlz,3UIXmHdXWroLttiNWNeDlz,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,Yazoo,Only You,46,0.0
0.225,0.106,120.006,0.0994,0.902,0.657,4,0.704,6,245426,-14.454,0.243,0,audio_features,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,"['electropop', 'pop']",98,Billie Eilish,everything i wanted,98,0.0
0.72,0.121,88.061,0.14,0.0945,0.0,4,0.647,5,161972,-6.104,0.134,0,audio_features,spotify:track:2csZLnXBMuw6ETZuRxdUZF,2csZLnXBMuw6ETZuRxdUZF,"['alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'indietronica', 'intelligent dance music', 'jazztronica', 'wonky']",64,Flying Lotus,Black Balloons Reprise,56,0.0
0.434,0.0894,108.016,0.0291,0.249,0.478,4,0.453,4,296520,-11.32,0.0768,0,audio_features,spotify:track:4fFkeWRy0xKYwPzm4HDdnu,4fFkeWRy0xKYwPzm4HDdnu,['j-rap'],51,Silent Poets,"Almost nothing (""Death Stranding"" Ending Song)",47,0.0
0.551,0.0971,104.935,0.037,0.0889,0.0,4,0.761,8,168893,-7.14,0.478,1,audio_features,spotify:track:1pyGo7knT3LE2I1FJIrwdX,1pyGo7knT3LE2I1FJIrwdX,"['electropop', 'indie pop rap', 'pop', 'pop rap']",79,Quinn XCII,Stacy,73,0.0
0.376,0.127,107.964,0.0523,0.171,0.0,4,0.958,8,144427,-7.063,0.331,1,audio_features,spotify:track:5HBDBBr5OV90lubqW8ctJF,5HBDBBr5OV90lubqW8ctJF,[],64,John K,if we never met,76,0.0
0.482,0.133,107.158,0.031,0.46,2.1e-05,4,0.712,9,221916,-6.588,0.525,0,audio_features,spotify:track:36KJMSaMTtDHkF3m90avQc,36KJMSaMTtDHkF3m90avQc,['canadian pop'],45,ren,mind games,54,0.0
0.472,0.285,92.951,0.0603,0.26,0.0,4,0.812,1,240013,-6.806,0.457,0,audio_features,spotify:track:7cM9Kqto11iJpY2RwgVJSq,7cM9Kqto11iJpY2RwgVJSq,"['electropop', 'indie pop rap', 'pop', 'pop rap']",79,Quinn XCII,Flare Guns,73,0.0
0.48,0.0895,94.997,0.035,0.208,1.4e-06,4,0.751,9,153813,-5.557,0.601,1,audio_features,spotify:track:5cIHoC2VDwGtH9MWgRghb5,5cIHoC2VDwGtH9MWgRghb5,['canadian pop'],45,ren,idc,52,0.0
0.483,0.19,180.125,0.0569,0.844,0.0,4,0.528,2,122935,-4.925,0.964,0,audio_features,spotify:track:20y4NgOsxUbCQvohzv94jo,20y4NgOsxUbCQvohzv94jo,['r&b'],63,SAYGRACE,Doin' Too Much,51,0.0
0.496,0.112,93.999,0.225,0.667,6.67e-05,4,0.471,1,179081,-9.947,0.602,1,audio_features,spotify:track:4P6Y4uhdy4Z9W9WUdCjt8l,4P6Y4uhdy4Z9W9WUdCjt8l,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop']",75,Oh Wonder,I Wish I Never Met You,67,0.0
0.792,0.196,123.059,0.0349,0.0709,0.0,4,0.791,7,135181,-4.023,0.873,0,audio_features,spotify:track:3rT0YIyiE1n8JAUpBCUudE,3rT0YIyiE1n8JAUpBCUudE,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",77,MAX,Checklist (feat. Chromeo),65,0.0
0.802,0.143,167.952,0.0669,0.161,0.0,5,0.652,11,255000,-5.308,0.559,1,audio_features,spotify:track:4gHSezW5CHZCvjAUjF2pd5,4gHSezW5CHZCvjAUjF2pd5,"['electropop', 'indie pop rap', 'pop', 'pop rap']",79,Quinn XCII,Another Day in Paradise,65,0.0
0.546,0.0656,137.027,0.295,0.153,0.0,4,0.838,5,206533,-6.811,0.745,0,audio_features,spotify:track:51LIqkda3pTeECZUhMnool,51LIqkda3pTeECZUhMnool,"['electropop', 'indie pop rap', 'pop', 'pop rap']",79,Quinn XCII,Straightjacket,70,0.0
0.859,0.348,140.027,0.315,0.127,0.0,4,0.788,1,219333,-5.542,0.769,1,audio_features,spotify:track:4Li2WHPkuyCdtmokzW2007,4Li2WHPkuyCdtmokzW2007,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",88,JAY-Z,Ni**as In Paris,74,0.0
0.452,0.137,82.988,0.0305,0.395,0.000818,4,0.3,11,275307,-9.298,0.342,1,audio_features,spotify:track:4iaGeV4WFvP2ynbqCIyTpS,4iaGeV4WFvP2ynbqCIyTpS,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'seattle indie', 'stomp and holler']",70,Fleet Foxes,Mykonos,65,0.0
0.463,0.103,125.295,0.0336,0.0781,5.63e-06,3,0.324,8,303387,-7.247,0.2,1,audio_features,spotify:track:4UkynNKM3QAFnYukL8Udi6,4UkynNKM3QAFnYukL8Udi6,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'seattle indie', 'stomp and holler']",70,Fleet Foxes,Helplessness Blues,59,0.0
0.451,0.119,155.98,0.113,0.452,3.04e-05,4,0.67,3,225493,-9.59,0.398,1,audio_features,spotify:track:5lEBksW3vntnNLDr2f5QUv,5lEBksW3vntnNLDr2f5QUv,"['electropop', 'indie pop rap', 'pop', 'pop rap']",79,Quinn XCII,Holding Hands (feat. Elohim),61,0.0
0.736,0.215,97.038,0.165,0.051,0.0,4,0.608,6,202887,-6.7,0.489,1,audio_features,spotify:track:1Wvzo4EotLEh4W3OVcQoDO,1Wvzo4EotLEh4W3OVcQoDO,"['edm', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul', 'vapor twitch']",66,Elohim,Sleepy Eyes,62,0.0
0.327,0.117,78.412,0.0346,0.063,0.000253,4,0.513,0,316339,-8.798,0.146,0,audio_features,spotify:track:2VVSfYOHNu4pCahfxvgyJR,2VVSfYOHNu4pCahfxvgyJR,"['alternative r&b', 'ambeat', 'indie soul', 'vapor soul', 'vapor twitch']",61,Ta-ku,Love Again,46,0.0
0.242,0.11,124.968,0.0316,0.719,0.834,4,0.44,0,199709,-12.307,0.0446,1,audio_features,spotify:track:1X8YgRhzbdXb1vZNLUTn9g,1X8YgRhzbdXb1vZNLUTn9g,"['alternative r&b', 'pop', 'viral pop']",85,Joji,WHY AM I STILL IN LA (feat. Shlohmo & D33J),65,0.0
0.787,0.0669,95.005,0.12,0.214,0.0,4,0.746,4,206187,-6.373,0.607,1,audio_features,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,4wuCQX7JvAZLlrcmH4AeZF,"['pop', 'uk pop']",98,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),75,0.0
0.6,0.187,101.981,0.0438,0.114,0.0,4,0.638,1,245604,-5.84,0.0399,0,audio_features,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,2xbI8Vmyv3TkpTdywpPyNw,"['melodic rap', 'pop rap', 'rap', 'trap']",84,PnB Rock,Selfish,76,0.0
0.639,0.105,101.841,0.049,0.148,0.0,4,0.565,4,264303,-6.691,0.156,1,audio_features,spotify:track:2dX4gPl1HTNnvf6zaH94Tz,2dX4gPl1HTNnvf6zaH94Tz,"['melodic rap', 'pop rap', 'rap', 'trap']",84,PnB Rock,Selfish - Shlohmo Remix,44,0.0
0.138,0.266,143.994,0.0811,0.404,0.858,4,0.732,8,306680,-13.613,0.212,1,audio_features,spotify:track:6p5gjMVjKzL23fCEA2QGzH,6p5gjMVjKzL23fCEA2QGzH,[],19,ROAM FM,Low Life (Instrumental Reproduction),14,1.0
0.847,0.125,154.054,0.0719,0.00268,0.00187,4,0.372,9,281147,-5.809,0.297,1,audio_features,spotify:track:7ezcGxsV4x2vtSF3xEp6gL,7ezcGxsV4x2vtSF3xEp6gL,['hopebeat'],37,HAWAI,All Night,43,0.0
0.765,0.194,117.967,0.0363,0.00409,1.64e-05,4,0.461,2,244480,-4.91,0.241,1,audio_features,spotify:track:3Om418VBffCwq8yCXD96HW,3Om418VBffCwq8yCXD96HW,['hopebeat'],37,HAWAI,Fault,31,0.0
0.265,0.108,80.021,0.0754,0.296,0.0865,4,0.719,2,152480,-12.782,0.273,1,audio_features,spotify:track:2BuJrxYKhYky20dQqTlobO,2BuJrxYKhYky20dQqTlobO,"['lo-fi beats', 'pop']",71,keshi,skeletons,67,0.0
0.0947,0.15,111.689,0.0422,0.947,6.05e-06,4,0.617,8,198133,-14.73,0.206,1,audio_features,spotify:track:4TWshc0BwiunzoppGOqiYR,4TWshc0BwiunzoppGOqiYR,['norwegian pop'],78,AURORA,Half the World Away,54,0.0
0.122,0.107,119.963,0.0418,0.944,2.08e-05,4,0.587,1,232587,-11.577,0.205,1,audio_features,spotify:track:72K973nlhsendrwBJhIHfr,72K973nlhsendrwBJhIHfr,['norwegian pop'],78,AURORA,Queendom - Harp Version,28,0.0
0.277,0.103,115.153,0.0368,0.637,7.18e-05,4,0.421,11,248827,-10.34,0.13,1,audio_features,spotify:track:0TCmhnbMpw5zwPsTvlXTJi,0TCmhnbMpw5zwPsTvlXTJi,['norwegian pop'],78,AURORA,Runaway,59,0.0
0.473,0.109,75.801,0.129,0.866,0.0,4,0.464,1,208687,-10.086,0.604,1,audio_features,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,2kJwzbxV2ppxnQoYw4GLBZ,"['canadian contemporary r&b', 'electropop', 'pop']",75,JP Saxe,If The World Was Ending (feat. Julia Michaels),87,0.0
0.53,0.0946,104.952,0.0495,0.517,0.00159,4,0.866,0,197973,-6.347,0.203,0,audio_features,spotify:track:5bvnqVuq7UFl0txSlHpsfS,5bvnqVuq7UFl0txSlHpsfS,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",82,PARTYNEXTDOOR,Loyal (feat. Drake),87,0.0
0.469,0.0856,136.745,0.165,0.809,0.000215,4,0.434,0,255720,-10.685,0.143,0,audio_features,spotify:track:4KfgBq7SrmjavjQS4ZQGHC,4KfgBq7SrmjavjQS4ZQGHC,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'trip hop']",73,FKA twigs,sad day,67,0.0
0.559,0.399,129.989,0.0776,0.128,0.0,1,0.778,6,185093,-7.109,0.678,0,audio_features,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,"['pop', 'pop rap']",90,blackbear,hot girl bummer,96,0.0
0.839,0.138,129.545,0.0631,0.775,0.544,4,0.615,10,228107,-7.555,0.329,0,audio_features,spotify:track:2DncVCuvsWRueBrgkjMuHI,2DncVCuvsWRueBrgkjMuHI,"['alternative rock', 'austindie', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock']",65,Spoon,I Ain't the One,45,0.0
0.438,0.102,142.656,0.0396,0.668,0.0,4,0.466,2,225500,-8.307,0.277,0,audio_features,spotify:track:6PqOKdVDOQmhOK1kuGaghr,6PqOKdVDOQmhOK1kuGaghr,[],38,Deborah's Child,Dear God,42,0.0
0.59,0.086,100.07,0.282,0.0647,0.0,4,0.938,7,175147,-7.117,0.465,1,audio_features,spotify:track:7wfQfnNFGWLD0BzcDngCRg,7wfQfnNFGWLD0BzcDngCRg,"['alternative r&b', 'electropop', 'escape room', 'hip pop', 'pop', 'pop rap', 'trap queen']",61,Leikeli47,Money,63,0.0
0.637,0.302,130.007,0.36,0.527,4.07e-05,4,0.56,1,181089,-6.913,0.515,1,audio_features,spotify:track:4knc3eQ98xaLiXkNANx8u0,4knc3eQ98xaLiXkNANx8u0,[],53,REI AMI,DICTATOR,60,0.0
0.522,0.433,107.962,0.0718,0.0161,1.32e-06,4,0.581,0,202222,-6.707,0.499,0,audio_features,spotify:track:5QvLKIo27yVB5Rns0VXGrI,5QvLKIo27yVB5Rns0VXGrI,[],44,Austin Millz,Bad Behavior,53,0.0
0.594,0.166,159.889,0.0379,0.165,0.0,4,0.697,10,144000,-3.992,0.375,1,audio_features,spotify:track:0HEkc4mWSWjZ1TR6ihwrd5,0HEkc4mWSWjZ1TR6ihwrd5,['alternative r&b'],51,Deb Never,Same - Remix,52,0.0
0.367,0.147,160.044,0.0419,0.0887,0.0,4,0.719,10,146000,-7.452,0.392,1,audio_features,spotify:track:3RBQug8uLBqkUCIEAbS3Xa,3RBQug8uLBqkUCIEAbS3Xa,['alternative r&b'],51,Deb Never,Same,44,0.0
0.592,0.178,98.074,0.0969,0.693,0.000158,4,0.824,6,209755,-6.4,0.54,0,audio_features,spotify:track:421leiR6jKlH5KDdwLYrOs,421leiR6jKlH5KDdwLYrOs,['australian pop'],90,Tones and I,Dance Monkey,50,0.0
0.196,0.105,68.853,0.0558,0.842,3.15e-05,4,0.294,0,224947,-12.5,0.0996,1,audio_features,spotify:track:5Y8UUyWfuQ0EAmYLvwwcJL,5Y8UUyWfuQ0EAmYLvwwcJL,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'trip hop']",73,FKA twigs,home with you,68,0.0
0.506,0.191,88.044,0.28,0.402,2.56e-05,4,0.514,10,166998,-7.095,0.312,0,audio_features,spotify:track:3nXrCAE44KlevAkQB2XWcN,3nXrCAE44KlevAkQB2XWcN,"['alternative r&b', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",74,Teyana Taylor,Gonna Love Me,73,0.0
0.414,0.143,94.895,0.0601,0.253,1.3e-06,4,0.539,1,254493,-9.156,0.123,0,audio_features,spotify:track:2wBCrtJS3E3TimRZ5MElTI,2wBCrtJS3E3TimRZ5MElTI,"['alternative r&b', 'pop', 'pop rap', 'r&b', 'urban contemporary']",83,Jhené Aiko,The Worst,72,0.0
0.327,0.103,74.953,0.029,0.761,2.96e-05,4,0.629,11,197732,-8.285,0.381,1,audio_features,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,1TQXIltqoZ5XXyfCbAeSQQ,"['australian pop', 'electropop', 'indie pop', 'indie poptimism', 'pop']",77,Sasha Sloan,Dancing With Your Ghost,75,0.0
0.81,0.0492,122.868,0.033,0.031,2.22e-06,4,0.64,4,247293,-10.19,0.804,1,audio_features,spotify:track:58mFu3oIpBa0HLNeJIxsw3,58mFu3oIpBa0HLNeJIxsw3,"['australian pop', 'dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'pop rock', 'soft rock']",65,Belinda Carlisle,Heaven Is A Place On Earth,66,0.0
0.598,0.253,129.988,0.0535,0.00175,4.44e-06,4,0.775,2,232560,-7.274,0.356,1,audio_features,spotify:track:0lnIJmgcUpEpe4AZACjayW,0lnIJmgcUpEpe4AZACjayW,"['dance pop', 'pop', 'pop rap', 'r&b']",90,Beyoncé,Sorry,74,1.0
0.602,0.375,111.87,0.0299,0.0646,0.0,4,0.64,9,193893,-7.902,0.951,1,audio_features,spotify:track:0u4htORODiTK9vHVA89MQX,0u4htORODiTK9vHVA89MQX,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'swedish pop']",67,The Cardigans,Lovefool,68,0.0
0.466,0.156,136.206,0.0317,0.134,0.942,4,0.636,4,175334,-15.534,0.296,1,audio_features,spotify:track:7swocJUCUWTCiRUAU9oerC,7swocJUCUWTCiRUAU9oerC,"['classic soundtrack', 'horror synth', 'soundtrack']",53,John Carpenter,Halloween Theme - Main Title,57,0.0
0.218,0.0699,130.066,0.0653,0.000548,0.788,4,0.752,11,180600,-15.177,0.552,0,audio_features,spotify:track:63W11KVHDOpSlh3XMQ7qMg,63W11KVHDOpSlh3XMQ7qMg,[],66,Gary Glitter,Rock And Roll Part II,75,0.0
0.399,0.0689,129.047,0.0745,0.117,0.0,4,0.866,7,223256,-10.938,0.713,1,audio_features,spotify:track:20JtELGPfOAMq7FpUt8eSM,20JtELGPfOAMq7FpUt8eSM,['pop'],77,Ant Saunders,Yellow Hearts,76,0.0
0.487,0.111,121.726,0.0604,0.669,8.64e-05,4,0.704,9,301893,-6.407,0.313,0,audio_features,spotify:track:51rPRW8NjxZoWPPjnRGzHw,51rPRW8NjxZoWPPjnRGzHw,"['alternative r&b', 'indie soul']",73,Masego,Tadow,77,0.0
0.14,0.0882,87.168,0.0316,0.879,0.00268,5,0.399,10,191739,-15.428,0.14,0,audio_features,spotify:track:6kPvDVlZJ792ZeKBMILVVM,6kPvDVlZJ792ZeKBMILVVM,"['bay area indie', 'chamber pop', 'chillwave', 'indie pop', 'indietronica', 'shimmer pop']",45,Geographer,Ocean Eyes,38,0.0
0.13,0.0941,109.852,0.0369,0.898,0.0223,4,0.493,4,187899,-18.725,0.119,1,audio_features,spotify:track:1Av69kr9JitqPWo7WJLS5q,1Av69kr9JitqPWo7WJLS5q,['pop'],80,Kina,Can We Kiss Forever?,83,1.0
0.471,0.0733,152.881,0.0577,0.592,0.00146,4,0.588,0,242081,-7.287,0.209,1,audio_features,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,2BrzlUj1u1CtvaJDGIKpsP,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",81,Noah Cyrus,Make Me (Cry),71,0.0
0.267,0.125,140.617,0.0262,0.722,0.02,4,0.482,7,245840,-11.638,0.347,1,audio_features,spotify:track:2x2x2U3sAv6IP7O0F9zEvc,2x2x2U3sAv6IP7O0F9zEvc,"['dream pop', 'el paso indie', 'shoegaze']",77,Cigarettes After Sex,Falling In Love,52,0.0
0.374,0.116,79.995,0.032,0.0211,4.84e-05,4,0.143,7,205280,-10.446,0.0757,0,audio_features,spotify:track:78phUJYhGDpYur3XNICQQY,78phUJYhGDpYur3XNICQQY,[],33,Samuel Proffitt,Stringsnoise,42,0.0
0.604,0.115,124.964,0.0254,0.653,0.608,4,0.693,5,193646,-6.037,0.678,1,audio_features,spotify:track:6V152rvIZhc5BXXGIIDZuF,6V152rvIZhc5BXXGIIDZuF,['ambient folk'],36,Perlo,Love Like You Care,37,0.0
0.141,0.1,114.183,0.0441,0.963,0.000123,4,0.549,1,231573,-11.28,0.321,1,audio_features,spotify:track:1PGGhSINHbLygmtcI2hhJv,1PGGhSINHbLygmtcI2hhJv,"['dance pop', 'electropop', 'norwegian pop', 'pop']",71,Sigrid,Dynamite - Acoustic,7,0.0
0.046,0.1,73.331,0.0603,0.968,0.000155,3,0.568,11,219480,-17.929,0.177,0,audio_features,spotify:track:34ngvjIBKbCL9ECqIhbxaZ,34ngvjIBKbCL9ECqIhbxaZ,['chamber pop'],71,SYML,Hurt for Me,55,0.0
0.659,0.108,140.0,0.0305,0.31,0.105,3,0.486,10,232713,-5.978,0.173,1,audio_features,spotify:track:2JUaGpCrD8tywgj9MeLFbb,2JUaGpCrD8tywgj9MeLFbb,"['la pop', 'pop']",83,LANY,Someone Else,57,0.0
0.201,0.0709,115.968,0.0344,0.901,0.00117,4,0.714,0,335133,-10.914,0.25,1,audio_features,spotify:track:0XrPZPotxZNDkuvauuVO8R,0XrPZPotxZNDkuvauuVO8R,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",83,Fleetwood Mac,Dreams - Take 2,49,0.0
0.33,0.116,86.546,0.0325,0.975,0.126,4,0.236,8,184320,-10.085,0.0827,1,audio_features,spotify:track:7eClkLWbrr3TorYedzaDkI,7eClkLWbrr3TorYedzaDkI,"['malmo indie', 'swedish singer-songwriter']",48,Alice Boman,Waiting,9,0.0
0.434,0.0808,145.743,0.0418,0.244,0.00654,4,0.357,0,257907,-11.521,0.0907,1,audio_features,spotify:track:4B4kunXhV2ZKnYcvDgAFoE,4B4kunXhV2ZKnYcvDgAFoE,"['indie anthem-folk', 'indie pop', 'modern rock', 'pop rock']",67,Amber Run,5AM,64,0.0
0.278,0.104,149.781,0.0701,0.846,0.000241,3,0.58,2,194303,-11.569,0.259,1,audio_features,spotify:track:2TRnVXGSK4aBtfEOaB460m,2TRnVXGSK4aBtfEOaB460m,"['alternative r&b', 'indie r&b', 'indie soul', 'scandinavian r&b', 'swedish soul']",71,Snoh Aalegra,Fool For You,42,0.0
0.986,0.422,166.594,0.119,0.387,0.0,4,0.453,7,198147,-5.768,0.455,1,audio_features,spotify:track:2AdRSHeYmDGMrgIfiS2w7K,2AdRSHeYmDGMrgIfiS2w7K,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",76,The Smiths,Ask - 2011 Remaster,60,0.0
0.818,0.0703,174.984,0.047,0.00907,0.23,4,0.653,5,266347,-8.125,0.198,1,audio_features,spotify:track:0vD4P4669qdPvVQbNclFZR,0vD4P4669qdPvVQbNclFZR,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']",59,The Postal Service,Such Great Heights,6,0.0
0.354,0.679,179.171,0.052,0.693,0.0562,3,0.295,8,231974,-11.902,0.379,1,audio_features,spotify:track:5xHUSNToUQh1BQ41m1sfOx,5xHUSNToUQh1BQ41m1sfOx,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop']",75,Oh Wonder,Hallelujah - Unplugged,45,0.0
0.323,0.107,77.407,0.029,0.799,0.0,4,0.236,1,149638,-8.391,0.112,1,audio_features,spotify:track:0rcwROyUguj5RQa5pPKajI,0rcwROyUguj5RQa5pPKajI,['english indie rock'],49,Flyte,"Archie, Marry Me",47,0.0
0.512,0.0917,155.885,0.0358,0.551,0.564,4,0.332,4,331107,-8.636,0.0377,1,audio_features,spotify:track:1wnFpv1gSsFZeuNlHOX1ch,1wnFpv1gSsFZeuNlHOX1ch,"['acoustic pop', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",61,Andrew Belle,I Won't Fight It,6,0.0
0.126,0.107,68.614,0.0444,0.966,1.77e-06,4,0.456,2,272485,-10.883,0.162,1,audio_features,spotify:track:3lG6OtGDsYAOALxEmubQQm,3lG6OtGDsYAOALxEmubQQm,"['art pop', 'pop']",89,Lana Del Rey,Happiness is a butterfly,73,0.0
0.32,0.0822,91.019,0.0546,0.837,0.0,4,0.764,11,189486,-7.209,0.575,1,audio_features,spotify:track:2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,"['pop', 'pop rock']",93,Maroon 5,Memories,100,1.0
0.943,0.203,125.047,0.0341,0.0567,0.159,4,0.558,8,243053,-5.718,0.789,1,audio_features,spotify:track:35KkE4IibzJmc7kvKyJqX1,35KkE4IibzJmc7kvKyJqX1,"['alternative rock', 'art rock', 'britpop', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",72,New Order,Nineteen63 - Arthur Baker Radio Remix; 2015 Remaster,26,0.0
0.474,0.195,98.854,0.0518,0.826,0.58,4,0.134,9,203227,-13.864,0.133,0,audio_features,spotify:track:6PrKZUXJPmBiobMN44yR8Y,6PrKZUXJPmBiobMN44yR8Y,"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']",71,Ennio Morricone,The Ecstasy Of Gold,61,1.0
0.425,0.0857,81.974,0.0256,0.00433,0.0633,4,0.401,9,429251,-9.553,0.0818,0,audio_features,spotify:track:3NMORNJPqARzfspojSKfRJ,3NMORNJPqARzfspojSKfRJ,['j-rap'],51,Silent Poets,Asylums for the feeling feat. Leila Adu,61,0.0
0.206,0.0959,139.056,0.0365,0.779,0.00021,4,0.354,0,259559,-11.799,0.202,1,audio_features,spotify:track:25fcj6d2W1l8DQL11Czdzb,25fcj6d2W1l8DQL11Czdzb,"['acoustic pop', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'pop rock', 'singer-songwriter', 'stomp and holler']",70,Brandi Carlile,Party Of One (feat. Sam Smith),64,0.0
0.45,0.0992,119.912,0.0325,0.287,0.00185,4,0.677,1,237388,-9.352,0.432,1,audio_features,spotify:track:70aS0jAJszShUpwp0Mq6cB,70aS0jAJszShUpwp0Mq6cB,"['acoustic pop', 'dance pop', 'lilith', 'neo mellow', 'pop', 'pop rock']",76,Sara Bareilles,No Such Thing,9,0.0
0.359,0.096,179.93,0.0484,0.387,0.0433,4,0.569,11,215610,-11.224,0.509,0,audio_features,spotify:track:7tVQihtECJIEpQX0osLRwo,7tVQihtECJIEpQX0osLRwo,"['art pop', 'electropop', 'metropopolis', 'shimmer pop']",67,Christine and the Queens,Paradis Perdus,36,0.0
